Yield_mean,Predicted_Yield,Crop_type,FIELDID,Year,Week
5.83,5.6997867,Maize,FS107504,2020,6
5.83,5.8458877,Maize,FS107504,2020,8
5.83,5.5606103,Maize,FS107504,2020,10
5.83,5.759248,Maize,FS107504,2020,13
5.83,5.5596657,Maize,FS107504,2020,16
5.83,5.584771,Maize,FS107504,2020,18
5.83,5.086385,Maize,FS107504,2020,20
5.83,5.9272594,Maize,FS107504,2020,23
5.83,4.983388,Maize,FS107504,2020,25
5.83,5.57506,Maize,FS107504,2020,28
5.83,5.755424,Maize,FS107504,2020,32
5.83,5.7972827,Maize,FS107504,2020,34
5.83,5.5267644,Maize,FS107504,2020,35
5.83,5.905651,Maize,FS107504,2020,37
5.83,6.0031605,Maize,FS107504,2020,39
5.83,5.8414054,Maize,FS107504,2020,42
5.83,5.4214244,Maize,FS107504,2020,47
5.83,5.3550835,Maize,FS107504,2020,51
4.91,4.9503555,Maize,FS107504,2021,11
4.91,5.0596147,Maize,FS107504,2021,15
4.91,5.0372987,Maize,FS107504,2021,17
4.91,4.8508735,Maize,FS107504,2021,18
4.91,5.3036494,Maize,FS107504,2021,20
4.91,4.838774,Maize,FS107504,2021,23
4.91,5.4514656,Maize,FS107504,2021,25
4.91,4.999332,Maize,FS107504,2021,27
4.91,4.78981,Maize,FS107504,2021,30
4.91,4.9003644,Maize,FS107504,2021,34
4.91,5.308005,Maize,FS107504,2021,37
4.91,4.877539,Maize,FS107504,2021,39
4.91,5.069981,Maize,FS107504,2021,41
4.91,4.891993,Maize,FS107504,2021,46
4.91,4.884765,Maize,FS107504,2021,47
0.84,1.2004505,Maize,FS107504,2022,6
0.84,1.1430745,Maize,FS107504,2022,7
0.84,1.1132334,Maize,FS107504,2022,11
0.84,0.8691156,Maize,FS107504,2022,14
0.84,1.1333594,Maize,FS107504,2022,18
0.84,0.7190068,Maize,FS107504,2022,21
0.84,1.0335952,Maize,FS107504,2022,23
0.84,1.1180081,Maize,FS107504,2022,26
0.84,1.0162714,Maize,FS107504,2022,28
0.84,0.9747192,Maize,FS107504,2022,30
0.84,0.7414243,Maize,FS107504,2022,31
0.84,1.1667491,Maize,FS107504,2022,33
0.84,0.9342406,Maize,FS107504,2022,40
0.84,1.191008,Maize,FS107504,2022,42
0.84,1.0364153,Maize,FS107504,2022,47
0.84,0.77977544,Maize,FS107504,2022,50
1.33,1.200974,Maize,FS107620,2018,6
1.33,1.3257071,Maize,FS107620,2018,7
1.33,1.0119907,Maize,FS107620,2018,11
1.33,1.2787522,Maize,FS107620,2018,14
1.33,1.5596355,Maize,FS107620,2018,19
1.33,1.2715077,Maize,FS107620,2018,24
1.33,1.303091,Maize,FS107620,2018,26
1.33,1.6803911,Maize,FS107620,2018,30
1.33,1.6419779,Maize,FS107620,2018,33
1.33,1.5046358,Maize,FS107620,2018,35
1.33,1.2606169,Maize,FS107620,2018,36
1.33,1.3369353,Maize,FS107620,2018,38
1.33,1.1772134,Maize,FS107620,2018,40
1.33,1.4554659,Maize,FS107620,2018,42
1.33,1.5231606,Maize,FS107620,2018,48
1.33,1.6018617,Maize,FS107620,2018,52
3.1,3.1263025,Maize,FS107620,2020,6
3.1,3.0997553,Maize,FS107620,2020,8
3.1,3.0983963,Maize,FS107620,2020,10
3.1,3.0487635,Maize,FS107620,2020,13
3.1,3.0990639,Maize,FS107620,2020,16
3.1,3.2263553,Maize,FS107620,2020,18
3.1,3.0617871,Maize,FS107620,2020,20
3.1,3.036623,Maize,FS107620,2020,23
3.1,2.9991736,Maize,FS107620,2020,25
3.1,3.1524668,Maize,FS107620,2020,28
3.1,3.032273,Maize,FS107620,2020,32
3.1,2.8993003,Maize,FS107620,2020,34
3.1,3.0649436,Maize,FS107620,2020,35
3.1,3.0475943,Maize,FS107620,2020,37
3.1,3.0430126,Maize,FS107620,2020,39
3.1,3.1456072,Maize,FS107620,2020,42
3.1,3.0788307,Maize,FS107620,2020,47
3.1,3.0286334,Maize,FS107620,2020,51
4.36,4.5235987,Maize,FS107620,2021,11
4.36,4.5474377,Maize,FS107620,2021,15
4.36,4.5589733,Maize,FS107620,2021,17
4.36,4.260527,Maize,FS107620,2021,18
4.36,4.526584,Maize,FS107620,2021,20
4.36,4.4193044,Maize,FS107620,2021,23
4.36,4.578301,Maize,FS107620,2021,25
4.36,4.8505754,Maize,FS107620,2021,27
4.36,4.9723506,Maize,FS107620,2021,30
4.36,4.534259,Maize,FS107620,2021,34
4.36,4.2758226,Maize,FS107620,2021,37
4.36,4.719617,Maize,FS107620,2021,39
4.36,4.5774837,Maize,FS107620,2021,41
4.36,4.3156257,Maize,FS107620,2021,46
4.36,4.4777055,Maize,FS107620,2021,47
1.13,1.2463517,Maize,FS107620,2022,6
1.13,0.9425091,Maize,FS107620,2022,7
1.13,0.95592296,Maize,FS107620,2022,11
1.13,0.9837303,Maize,FS107620,2022,14
1.13,1.0152111,Maize,FS107620,2022,18
1.13,1.0014335,Maize,FS107620,2022,21
1.13,1.0335206,Maize,FS107620,2022,23
1.13,0.8487951,Maize,FS107620,2022,26
1.13,0.72001046,Maize,FS107620,2022,28
1.13,0.8662039,Maize,FS107620,2022,30
1.13,1.1883706,Maize,FS107620,2022,31
1.13,0.7024554,Maize,FS107620,2022,33
1.13,1.0810956,Maize,FS107620,2022,40
1.13,0.9801557,Maize,FS107620,2022,42
1.13,1.129152,Maize,FS107620,2022,47
1.13,0.94239897,Maize,FS107620,2022,50
4.88,4.9240737,Maize,FS107699,2019,3
4.88,4.774283,Maize,FS107699,2019,19
4.88,4.3334837,Maize,FS107699,2019,20
4.88,4.2143755,Maize,FS107699,2019,22
4.88,4.9146743,Maize,FS107699,2019,26
4.88,5.0405817,Maize,FS107699,2019,27
4.88,5.2773757,Maize,FS107699,2019,29
4.88,5.075671,Maize,FS107699,2019,32
4.88,5.1035895,Maize,FS107699,2019,36
4.88,4.889804,Maize,FS107699,2019,38
4.88,4.8723826,Maize,FS107699,2019,39
4.88,4.7974,Maize,FS107699,2019,41
4.88,4.709625,Maize,FS107699,2019,43
4.88,4.609141,Maize,FS107699,2019,48
5.1,5.0935636,Maize,FS107699,2020,6
5.1,4.796241,Maize,FS107699,2020,8
5.1,5.495292,Maize,FS107699,2020,10
5.1,5.0170207,Maize,FS107699,2020,13
5.1,4.6440244,Maize,FS107699,2020,16
5.1,4.6689196,Maize,FS107699,2020,18
5.1,4.932605,Maize,FS107699,2020,20
5.1,4.931263,Maize,FS107699,2020,23
5.1,4.9176545,Maize,FS107699,2020,25
5.1,4.915831,Maize,FS107699,2020,28
5.1,5.010258,Maize,FS107699,2020,32
5.1,4.861026,Maize,FS107699,2020,34
5.1,4.8887014,Maize,FS107699,2020,35
5.1,4.8129435,Maize,FS107699,2020,37
5.1,4.9676924,Maize,FS107699,2020,39
5.1,4.907176,Maize,FS107699,2020,42
5.1,4.598846,Maize,FS107699,2020,47
5.1,4.743626,Maize,FS107699,2020,51
5.58,5.543236,Maize,FS107699,2021,11
5.58,5.7999763,Maize,FS107699,2021,15
5.58,5.581096,Maize,FS107699,2021,17
5.58,5.614169,Maize,FS107699,2021,18
5.58,5.7260523,Maize,FS107699,2021,20
5.58,5.5960374,Maize,FS107699,2021,23
5.58,5.8380404,Maize,FS107699,2021,25
5.58,5.8400464,Maize,FS107699,2021,27
5.58,5.8931866,Maize,FS107699,2021,30
5.58,5.56345,Maize,FS107699,2021,34
5.58,5.8653235,Maize,FS107699,2021,37
5.58,5.675473,Maize,FS107699,2021,39
5.58,5.590432,Maize,FS107699,2021,41
5.58,5.888893,Maize,FS107699,2021,46
5.58,5.7560897,Maize,FS107699,2021,47
3.2,3.1162512,Maize,FS107699,2022,6
3.2,3.2351584,Maize,FS107699,2022,7
3.2,3.3741198,Maize,FS107699,2022,11
3.2,3.6083872,Maize,FS107699,2022,14
3.2,3.5724964,Maize,FS107699,2022,18
3.2,3.3011277,Maize,FS107699,2022,21
3.2,3.6015754,Maize,FS107699,2022,23
3.2,3.4044018,Maize,FS107699,2022,26
3.2,3.5085084,Maize,FS107699,2022,28
3.2,3.2914166,Maize,FS107699,2022,30
3.2,3.1332257,Maize,FS107699,2022,31
3.2,3.4070506,Maize,FS107699,2022,33
3.2,3.3902857,Maize,FS107699,2022,40
3.2,3.9545405,Maize,FS107699,2022,42
3.2,3.3675485,Maize,FS107699,2022,47
3.2,3.2482862,Maize,FS107699,2022,50
4.88,4.92947,Maize,FS107789,2019,3
4.88,4.9184465,Maize,FS107789,2019,19
4.88,4.53445,Maize,FS107789,2019,20
4.88,4.6709194,Maize,FS107789,2019,22
4.88,4.761717,Maize,FS107789,2019,26
4.88,4.8364935,Maize,FS107789,2019,27
4.88,4.8552275,Maize,FS107789,2019,29
4.88,4.980384,Maize,FS107789,2019,32
4.88,4.9032826,Maize,FS107789,2019,36
4.88,4.6628423,Maize,FS107789,2019,38
4.88,4.621587,Maize,FS107789,2019,39
4.88,4.8257165,Maize,FS107789,2019,41
4.88,4.6194305,Maize,FS107789,2019,43
4.88,4.7196155,Maize,FS107789,2019,48
5.48,5.3289576,Maize,FS107789,2020,6
5.48,4.804079,Maize,FS107789,2020,8
5.48,4.756525,Maize,FS107789,2020,10
5.48,5.261543,Maize,FS107789,2020,13
5.48,5.1256814,Maize,FS107789,2020,16
5.48,4.9501967,Maize,FS107789,2020,18
5.48,5.254148,Maize,FS107789,2020,20
5.48,4.9558687,Maize,FS107789,2020,23
5.48,5.374515,Maize,FS107789,2020,25
5.48,5.0600286,Maize,FS107789,2020,28
5.48,5.1777787,Maize,FS107789,2020,32
5.48,5.193566,Maize,FS107789,2020,34
5.48,4.6052494,Maize,FS107789,2020,35
5.48,5.200687,Maize,FS107789,2020,37
5.48,5.127769,Maize,FS107789,2020,39
5.48,5.3510485,Maize,FS107789,2020,42
5.48,5.4125395,Maize,FS107789,2020,47
5.48,5.108515,Maize,FS107789,2020,51
6.37,5.9139547,Maize,FS107789,2021,11
6.37,6.5532036,Maize,FS107789,2021,15
6.37,6.2552476,Maize,FS107789,2021,17
6.37,6.319736,Maize,FS107789,2021,18
6.37,6.2407823,Maize,FS107789,2021,20
6.37,6.2261796,Maize,FS107789,2021,23
6.37,6.223572,Maize,FS107789,2021,25
6.37,5.8774066,Maize,FS107789,2021,27
6.37,5.9813333,Maize,FS107789,2021,30
6.37,6.33074,Maize,FS107789,2021,34
6.37,6.075037,Maize,FS107789,2021,37
6.37,6.1268272,Maize,FS107789,2021,39
6.37,5.8461194,Maize,FS107789,2021,41
6.37,6.334192,Maize,FS107789,2021,46
6.37,6.2054324,Maize,FS107789,2021,47
2.84,3.4375067,Maize,FS107789,2022,6
2.84,3.0436757,Maize,FS107789,2022,7
2.84,3.4543447,Maize,FS107789,2022,11
2.84,3.2970178,Maize,FS107789,2022,14
2.84,3.972301,Maize,FS107789,2022,18
2.84,3.2194755,Maize,FS107789,2022,21
2.84,3.2489614,Maize,FS107789,2022,23
2.84,3.122139,Maize,FS107789,2022,26
2.84,3.373841,Maize,FS107789,2022,28
2.84,3.2914686,Maize,FS107789,2022,30
2.84,3.1104932,Maize,FS107789,2022,31
2.84,3.0909126,Maize,FS107789,2022,33
2.84,3.5595655,Maize,FS107789,2022,40
2.84,3.1508307,Maize,FS107789,2022,42
2.84,3.3486536,Maize,FS107789,2022,47
2.84,3.1016433,Maize,FS107789,2022,50
1.6,1.6945162,Maize,FS107825,2018,6
1.6,1.5067476,Maize,FS107825,2018,7
1.6,1.7364482,Maize,FS107825,2018,11
1.6,1.5089953,Maize,FS107825,2018,14
1.6,1.5534335,Maize,FS107825,2018,19
1.6,1.6670917,Maize,FS107825,2018,24
1.6,1.5174685,Maize,FS107825,2018,26
1.6,1.66397,Maize,FS107825,2018,30
1.6,1.6565185,Maize,FS107825,2018,33
1.6,1.7601988,Maize,FS107825,2018,35
1.6,1.6494762,Maize,FS107825,2018,36
1.6,1.7552742,Maize,FS107825,2018,38
1.6,1.4455591,Maize,FS107825,2018,40
1.6,1.6619486,Maize,FS107825,2018,42
1.6,1.6535267,Maize,FS107825,2018,48
1.6,1.728156,Maize,FS107825,2018,52
3.12,3.100111,Maize,FS107825,2020,6
3.12,3.2083502,Maize,FS107825,2020,8
3.12,3.1306658,Maize,FS107825,2020,10
3.12,3.1227374,Maize,FS107825,2020,13
3.12,3.1992373,Maize,FS107825,2020,16
3.12,3.2264028,Maize,FS107825,2020,18
3.12,3.193295,Maize,FS107825,2020,20
3.12,3.1251178,Maize,FS107825,2020,23
3.12,3.0463603,Maize,FS107825,2020,25
3.12,3.3498292,Maize,FS107825,2020,28
3.12,3.06092,Maize,FS107825,2020,32
3.12,3.0343037,Maize,FS107825,2020,34
3.12,3.1970794,Maize,FS107825,2020,35
3.12,3.0727725,Maize,FS107825,2020,37
3.12,3.1544886,Maize,FS107825,2020,39
3.12,3.13456,Maize,FS107825,2020,42
3.12,3.0441353,Maize,FS107825,2020,47
3.12,3.1795435,Maize,FS107825,2020,51
5.15,4.9512477,Maize,FS107825,2021,11
5.15,4.8811154,Maize,FS107825,2021,15
5.15,5.2135973,Maize,FS107825,2021,17
5.15,5.299482,Maize,FS107825,2021,18
5.15,5.026431,Maize,FS107825,2021,20
5.15,4.552196,Maize,FS107825,2021,23
5.15,4.9730554,Maize,FS107825,2021,25
5.15,4.80524,Maize,FS107825,2021,27
5.15,5.0282493,Maize,FS107825,2021,30
5.15,5.019012,Maize,FS107825,2021,34
5.15,4.452542,Maize,FS107825,2021,37
5.15,4.831227,Maize,FS107825,2021,39
5.15,4.846804,Maize,FS107825,2021,41
5.15,4.546267,Maize,FS107825,2021,46
5.15,5.2058234,Maize,FS107825,2021,47
0.9,1.1097236,Maize,FS107825,2022,6
0.9,0.8010971,Maize,FS107825,2022,7
0.9,1.0166858,Maize,FS107825,2022,11
0.9,1.0390235,Maize,FS107825,2022,14
0.9,0.8255811,Maize,FS107825,2022,18
0.9,0.9903847,Maize,FS107825,2022,21
0.9,0.97986853,Maize,FS107825,2022,23
0.9,0.8065352,Maize,FS107825,2022,26
0.9,0.7775315,Maize,FS107825,2022,28
0.9,1.0126977,Maize,FS107825,2022,30
0.9,1.3139347,Maize,FS107825,2022,31
0.9,0.6724121,Maize,FS107825,2022,33
0.9,1.095666,Maize,FS107825,2022,40
0.9,1.0313818,Maize,FS107825,2022,42
0.9,0.95838374,Maize,FS107825,2022,47
0.9,0.9200988,Maize,FS107825,2022,50
2.88,2.927406,Maize,FS107856,2018,6
2.88,3.0304039,Maize,FS107856,2018,7
2.88,2.966177,Maize,FS107856,2018,11
2.88,2.661409,Maize,FS107856,2018,14
2.88,2.903652,Maize,FS107856,2018,19
2.88,2.7803128,Maize,FS107856,2018,21
2.88,3.25651,Maize,FS107856,2018,24
2.88,3.1243048,Maize,FS107856,2018,26
2.88,2.6354227,Maize,FS107856,2018,30
2.88,3.2658834,Maize,FS107856,2018,33
2.88,2.986432,Maize,FS107856,2018,35
2.88,2.9590669,Maize,FS107856,2018,36
2.88,3.0104375,Maize,FS107856,2018,38
2.88,2.7613027,Maize,FS107856,2018,40
2.88,3.3515096,Maize,FS107856,2018,42
2.88,3.0687714,Maize,FS107856,2018,48
2.88,2.968532,Maize,FS107856,2018,52
2.79,3.1548607,Maize,FS107856,2020,6
2.79,3.0375304,Maize,FS107856,2020,8
2.79,2.8873477,Maize,FS107856,2020,10
2.79,2.8879542,Maize,FS107856,2020,13
2.79,3.9000592,Maize,FS107856,2020,16
2.79,3.290703,Maize,FS107856,2020,18
2.79,3.3155098,Maize,FS107856,2020,20
2.79,3.250543,Maize,FS107856,2020,23
2.79,3.2815087,Maize,FS107856,2020,25
2.79,3.4534736,Maize,FS107856,2020,28
2.79,3.3941672,Maize,FS107856,2020,32
2.79,3.223572,Maize,FS107856,2020,34
2.79,3.545346,Maize,FS107856,2020,35
2.79,2.7472615,Maize,FS107856,2020,37
2.79,3.1402202,Maize,FS107856,2020,39
2.79,3.1782725,Maize,FS107856,2020,42
2.79,3.5006952,Maize,FS107856,2020,47
2.79,3.6663613,Maize,FS107856,2020,51
7.62,7.1966753,Maize,FS107856,2021,11
7.62,7.2413545,Maize,FS107856,2021,15
7.62,7.487261,Maize,FS107856,2021,17
7.62,7.6216927,Maize,FS107856,2021,18
7.62,7.208095,Maize,FS107856,2021,20
7.62,6.9993577,Maize,FS107856,2021,23
7.62,6.6129117,Maize,FS107856,2021,25
7.62,6.67297,Maize,FS107856,2021,27
7.62,7.0368247,Maize,FS107856,2021,30
7.62,6.9387703,Maize,FS107856,2021,34
7.62,7.04892,Maize,FS107856,2021,37
7.62,7.0906034,Maize,FS107856,2021,39
7.62,7.274866,Maize,FS107856,2021,41
7.62,7.3596563,Maize,FS107856,2021,46
7.62,7.5375447,Maize,FS107856,2021,47
8.51,8.312321,Maize,FS107883,2018,6
8.51,8.355697,Maize,FS107883,2018,7
8.51,8.239822,Maize,FS107883,2018,11
8.51,8.369345,Maize,FS107883,2018,14
8.51,7.804356,Maize,FS107883,2018,19
8.51,7.9975333,Maize,FS107883,2018,21
8.51,8.251868,Maize,FS107883,2018,24
8.51,8.138618,Maize,FS107883,2018,26
8.51,7.9771624,Maize,FS107883,2018,30
8.51,7.635353,Maize,FS107883,2018,33
8.51,8.384768,Maize,FS107883,2018,35
8.51,8.32969,Maize,FS107883,2018,36
8.51,8.471391,Maize,FS107883,2018,38
8.51,8.318195,Maize,FS107883,2018,40
8.51,8.106714,Maize,FS107883,2018,42
8.51,8.199011,Maize,FS107883,2018,48
8.51,8.348764,Maize,FS107883,2018,52
5.6,5.698522,Maize,FS107883,2019,3
5.6,5.6838994,Maize,FS107883,2019,19
5.6,6.0032845,Maize,FS107883,2019,20
5.6,5.639607,Maize,FS107883,2019,22
5.6,5.576525,Maize,FS107883,2019,26
5.6,5.898228,Maize,FS107883,2019,27
5.6,5.830234,Maize,FS107883,2019,29
5.6,5.269739,Maize,FS107883,2019,32
5.6,5.7934775,Maize,FS107883,2019,36
5.6,5.747519,Maize,FS107883,2019,38
5.6,5.5008345,Maize,FS107883,2019,39
5.6,5.6764116,Maize,FS107883,2019,41
5.6,5.6294665,Maize,FS107883,2019,43
5.6,5.7519407,Maize,FS107883,2019,48
7.72,7.7928224,Maize,FS107883,2021,11
7.72,7.869136,Maize,FS107883,2021,15
7.72,7.78365,Maize,FS107883,2021,17
7.72,7.7187834,Maize,FS107883,2021,18
7.72,7.684136,Maize,FS107883,2021,20
7.72,7.7745495,Maize,FS107883,2021,23
7.72,7.6439795,Maize,FS107883,2021,25
7.72,7.7007675,Maize,FS107883,2021,27
7.72,7.629729,Maize,FS107883,2021,30
7.72,7.9283195,Maize,FS107883,2021,34
7.72,7.7101836,Maize,FS107883,2021,37
7.72,7.779823,Maize,FS107883,2021,39
7.72,7.555844,Maize,FS107883,2021,41
7.72,7.7368083,Maize,FS107883,2021,46
7.72,7.6227655,Maize,FS107883,2021,47
8.9,8.691504,Maize,FS107909,2018,6
8.9,8.881841,Maize,FS107909,2018,7
8.9,8.556508,Maize,FS107909,2018,11
8.9,8.920252,Maize,FS107909,2018,14
8.9,8.320054,Maize,FS107909,2018,19
8.9,8.842498,Maize,FS107909,2018,21
8.9,8.763661,Maize,FS107909,2018,24
8.9,8.799402,Maize,FS107909,2018,26
8.9,8.64299,Maize,FS107909,2018,30
8.9,8.39344,Maize,FS107909,2018,33
8.9,8.372382,Maize,FS107909,2018,35
8.9,8.613832,Maize,FS107909,2018,36
8.9,8.548922,Maize,FS107909,2018,38
8.9,8.539667,Maize,FS107909,2018,40
8.9,8.453296,Maize,FS107909,2018,42
8.9,8.598676,Maize,FS107909,2018,48
8.9,8.633344,Maize,FS107909,2018,52
5.89,6.0837736,Maize,FS107909,2019,3
5.89,6.264569,Maize,FS107909,2019,19
5.89,6.438364,Maize,FS107909,2019,20
5.89,6.4592667,Maize,FS107909,2019,22
5.89,6.1956,Maize,FS107909,2019,26
5.89,6.2173233,Maize,FS107909,2019,27
5.89,6.2769575,Maize,FS107909,2019,29
5.89,5.6711063,Maize,FS107909,2019,32
5.89,5.8972645,Maize,FS107909,2019,36
5.89,6.071617,Maize,FS107909,2019,38
5.89,6.2649903,Maize,FS107909,2019,39
5.89,6.030329,Maize,FS107909,2019,41
5.89,6.2576876,Maize,FS107909,2019,43
5.89,6.3140297,Maize,FS107909,2019,48
8.23,8.244397,Maize,FS107909,2021,11
8.23,8.066928,Maize,FS107909,2021,15
8.23,8.083033,Maize,FS107909,2021,17
8.23,8.219493,Maize,FS107909,2021,18
8.23,8.147993,Maize,FS107909,2021,20
8.23,8.120834,Maize,FS107909,2021,23
8.23,8.068731,Maize,FS107909,2021,25
8.23,7.9590206,Maize,FS107909,2021,27
8.23,8.15212,Maize,FS107909,2021,30
8.23,8.332988,Maize,FS107909,2021,34
8.23,8.1889515,Maize,FS107909,2021,37
8.23,8.171613,Maize,FS107909,2021,39
8.23,8.124622,Maize,FS107909,2021,41
8.23,8.205928,Maize,FS107909,2021,46
8.23,8.184166,Maize,FS107909,2021,47
7.51,7.401152,Maize,FS108829,2018,6
7.51,7.3651056,Maize,FS108829,2018,7
7.51,6.4624047,Maize,FS108829,2018,11
7.51,7.558644,Maize,FS108829,2018,14
7.51,7.5072403,Maize,FS108829,2018,19
7.51,7.685723,Maize,FS108829,2018,24
7.51,7.711549,Maize,FS108829,2018,26
7.51,7.711119,Maize,FS108829,2018,30
7.51,7.1084785,Maize,FS108829,2018,33
7.51,7.5883927,Maize,FS108829,2018,35
7.51,7.8347273,Maize,FS108829,2018,36
7.51,7.982382,Maize,FS108829,2018,38
7.51,7.6597958,Maize,FS108829,2018,40
7.51,6.986969,Maize,FS108829,2018,42
7.51,7.955073,Maize,FS108829,2018,48
7.51,7.719013,Maize,FS108829,2018,52
7.35,7.4079537,Maize,FS108829,2019,3
7.35,6.959001,Maize,FS108829,2019,19
7.35,6.9807205,Maize,FS108829,2019,20
7.35,7.0469446,Maize,FS108829,2019,22
7.35,6.888599,Maize,FS108829,2019,26
7.35,7.048883,Maize,FS108829,2019,27
7.35,7.1495476,Maize,FS108829,2019,29
7.35,7.1904674,Maize,FS108829,2019,32
7.35,7.15011,Maize,FS108829,2019,36
7.35,7.554699,Maize,FS108829,2019,38
7.35,7.5106635,Maize,FS108829,2019,39
7.35,7.047523,Maize,FS108829,2019,41
7.35,7.182735,Maize,FS108829,2019,43
7.35,7.116295,Maize,FS108829,2019,48
4.87,5.53605,Maize,FS108829,2020,6
4.87,4.7724314,Maize,FS108829,2020,8
4.87,5.1063676,Maize,FS108829,2020,10
4.87,5.070574,Maize,FS108829,2020,13
4.87,5.151556,Maize,FS108829,2020,16
4.87,4.8377857,Maize,FS108829,2020,18
4.87,4.9111223,Maize,FS108829,2020,20
4.87,5.3572893,Maize,FS108829,2020,23
4.87,5.0985065,Maize,FS108829,2020,25
4.87,4.9778886,Maize,FS108829,2020,28
4.87,5.717712,Maize,FS108829,2020,32
4.87,5.409313,Maize,FS108829,2020,34
4.87,5.0285764,Maize,FS108829,2020,35
4.87,4.8857927,Maize,FS108829,2020,37
4.87,5.2062135,Maize,FS108829,2020,39
4.87,4.796686,Maize,FS108829,2020,42
4.87,5.105025,Maize,FS108829,2020,47
4.87,5.091541,Maize,FS108829,2020,51
4.78,4.9702744,Maize,FS108829,2022,6
4.78,4.78797,Maize,FS108829,2022,7
4.78,4.86017,Maize,FS108829,2022,11
4.78,4.823056,Maize,FS108829,2022,14
4.78,5.29259,Maize,FS108829,2022,18
4.78,4.6021023,Maize,FS108829,2022,21
4.78,4.6057153,Maize,FS108829,2022,23
4.78,4.5986505,Maize,FS108829,2022,26
4.78,5.0737867,Maize,FS108829,2022,28
4.78,4.823993,Maize,FS108829,2022,30
4.78,4.9153395,Maize,FS108829,2022,31
4.78,4.810941,Maize,FS108829,2022,33
4.78,4.615306,Maize,FS108829,2022,42
4.78,5.0336485,Maize,FS108829,2022,47
4.78,4.8586264,Maize,FS108829,2022,50
8.16,8.176837,Maize,FS108829,2023,7
8.16,7.70206,Maize,FS108829,2023,9
8.16,7.9143267,Maize,FS108829,2023,10
8.16,8.069612,Maize,FS108829,2023,14
8.16,8.0722,Maize,FS108829,2023,17
8.16,8.189183,Maize,FS108829,2023,21
8.16,8.314067,Maize,FS108829,2023,24
8.16,8.132757,Maize,FS108829,2023,26
8.16,7.914884,Maize,FS108829,2023,27
8.16,8.225863,Maize,FS108829,2023,29
8.16,8.048083,Maize,FS108829,2023,33
8.16,7.9341226,Maize,FS108829,2023,34
8.16,8.041306,Maize,FS108829,2023,36
8.16,8.241828,Maize,FS108829,2023,39
8.16,8.154845,Maize,FS108829,2023,45
8.16,8.365488,Maize,FS108829,2023,46
8.16,8.057753,Maize,FS108829,2023,50
8.16,7.958753,Maize,FS108829,2023,52
7.05,7.196059,Maize,FS109385,2018,6
7.05,7.1975026,Maize,FS109385,2018,7
7.05,7.418714,Maize,FS109385,2018,11
7.05,7.2941465,Maize,FS109385,2018,14
7.05,7.0487123,Maize,FS109385,2018,19
7.05,6.981223,Maize,FS109385,2018,24
7.05,7.1203647,Maize,FS109385,2018,26
7.05,7.057515,Maize,FS109385,2018,30
7.05,7.071668,Maize,FS109385,2018,35
7.05,7.0590706,Maize,FS109385,2018,36
7.05,6.7824926,Maize,FS109385,2018,38
7.05,7.145709,Maize,FS109385,2018,40
7.05,7.1106606,Maize,FS109385,2018,42
7.05,6.846579,Maize,FS109385,2018,48
7.05,7.063004,Maize,FS109385,2018,52
6.24,6.443411,Maize,FS109385,2019,3
6.24,5.9430676,Maize,FS109385,2019,19
6.24,6.2120776,Maize,FS109385,2019,20
6.24,5.9510245,Maize,FS109385,2019,22
6.24,6.653736,Maize,FS109385,2019,26
6.24,6.177352,Maize,FS109385,2019,27
6.24,5.9613934,Maize,FS109385,2019,29
6.24,6.5151677,Maize,FS109385,2019,32
6.24,6.0579004,Maize,FS109385,2019,36
6.24,6.5961046,Maize,FS109385,2019,38
6.24,6.4533877,Maize,FS109385,2019,39
6.24,6.238703,Maize,FS109385,2019,41
6.24,6.497726,Maize,FS109385,2019,43
6.24,6.053385,Maize,FS109385,2019,48
2.47,2.580826,Maize,FS109385,2020,6
2.47,2.6352618,Maize,FS109385,2020,8
2.47,2.4288406,Maize,FS109385,2020,10
2.47,2.636835,Maize,FS109385,2020,13
2.47,2.4537244,Maize,FS109385,2020,16
2.47,2.5374732,Maize,FS109385,2020,18
2.47,2.5907757,Maize,FS109385,2020,20
2.47,2.5473545,Maize,FS109385,2020,23
2.47,2.542674,Maize,FS109385,2020,25
2.47,2.5663092,Maize,FS109385,2020,28
2.47,2.4714777,Maize,FS109385,2020,32
2.47,2.51128,Maize,FS109385,2020,34
2.47,2.4282906,Maize,FS109385,2020,35
2.47,2.3863084,Maize,FS109385,2020,37
2.47,2.3639393,Maize,FS109385,2020,39
2.47,2.538761,Maize,FS109385,2020,42
2.47,2.6063359,Maize,FS109385,2020,47
2.47,2.9169016,Maize,FS109385,2020,51
2.34,2.249942,Maize,FS109385,2022,6
2.34,2.1783376,Maize,FS109385,2022,7
2.34,2.2983887,Maize,FS109385,2022,11
2.34,2.140209,Maize,FS109385,2022,14
2.34,2.2096498,Maize,FS109385,2022,18
2.34,2.2649188,Maize,FS109385,2022,21
2.34,1.974987,Maize,FS109385,2022,23
2.34,1.9029562,Maize,FS109385,2022,26
2.34,2.168171,Maize,FS109385,2022,28
2.34,2.1999643,Maize,FS109385,2022,30
2.34,2.2349603,Maize,FS109385,2022,31
2.34,2.094576,Maize,FS109385,2022,33
2.34,2.2012467,Maize,FS109385,2022,47
2.34,2.1821961,Maize,FS109385,2022,50
6.01,6.180267,Maize,FS109385,2023,7
6.01,5.6540346,Maize,FS109385,2023,9
